T_e,Volume,E_F,N_Ef,gamma,C_e,v_F,tau_e,k_e,k_lat,lambda,Log10_Ge,Composition,Al,Cr,Fe,Co,Ni,Mn,Cu,logT,T_norm,Ce_over_T,T_tau,k_ratio
200,70.49,21.292,2.873,1.983,9.949379,1.91,29.378,0.135279,0.098004,0.6207,-9.586962,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3010299956639813,200,0.049746895,5875.6,1.380327534309474
300,70.59,21.292,2.872,1.719,14.903087,1.912,21.227,0.155891,0.089256,0.5727,-13.322052,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4771212547196626,300,0.04967695666666667,6368.1,1.746540887549436
400,70.66,21.292,2.87,1.496,19.847744,1.914,17.112,0.176447,0.09075,0.5328,-17.051759,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6020599913279625,400,0.049619359999999994,6844.799999999999,1.9442981344558186
500,70.72,21.291,2.867,1.318,24.78579,1.918,14.466,0.19436,0.095734,0.5042,-20.774094,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6989700043360187,500,0.04957158,7233.0,2.030187496735781
600,70.77,21.29,2.864,1.175,29.718487,1.92,12.579,0.208875,0.102202,0.4832,-24.491807,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7781512503836434,600,0.04953081166666667,7547.400000000001,2.0437267007817774
700,70.8,21.29,2.861,1.06,34.646595,1.917,11.149,0.219852,0.109281,0.4673,-28.206987,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.845098040014257,700,0.04949513571428571,7804.299999999999,2.0117860214856975
800,70.83,21.289,2.858,0.964,39.570664,1.912,10.019,0.228263,0.116474,0.455,-31.920794,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9030899869919438,800,0.04946333,8015.2,1.9597596050654646
900,70.86,21.289,2.855,0.884,44.491143,1.907,9.1,0.235055,0.123454,0.4453,-35.633869,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9542425094393248,900,0.049434603333333334,8190.0,1.9039731076100603
1000,70.88,21.288,2.851,0.819,49.40844,1.902,8.338,0.240387,0.12902,0.4374,-39.346662,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1000,0.04940844,8338.0,1.8631618108679981
3000,71.29,21.264,2.734,0.819,147.106007,2.48,3.303,0.532272,0.04309,0.368,-43.253133,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4771212547196626,3000,0.049035335666666666,9909.0,12.352277737810677
6000,71.91,21.232,2.597,0.819,294.067352,2.702,1.885,0.771528,0.021607,0.3224,-47.139319,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.7781512503836434,6000,0.04901122533333334,11310.0,35.705664568678266
9000,72.53,21.229,2.585,0.819,440.729923,2.937,1.326,0.986651,0.014446,0.3054,-50.970946,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9542425094393248,9000,0.048969991444444444,11934.0,68.29452481484044
12000,73.15,21.254,2.688,0.819,569.83887,3.178,1.002,1.132505,0.010865,0.3031,-54.795719,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.079181246047625,12000,0.047486572500000004,12024.0,104.2246456837843
15000,73.77,21.301,2.92,0.819,659.129398,3.417,0.796,1.198771,0.008717,0.3053,-58.632067,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.176091259055681,15000,0.04394195986666667,11940.0,137.50527643955036
18000,74.39,21.365,3.292,0.819,701.92028,3.651,0.661,1.207369,0.007284,0.3065,-62.485623,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2552725051033065,18000,0.03899557111111111,11898.0,165.73356211393272
21000,75.01,21.44,3.712,0.819,706.379293,3.88,0.568,1.182222,0.006261,0.3054,-66.342751,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.3222192947339195,21000,0.03363710919047619,11927.999999999998,188.79303736825295
24000,75.63,21.523,3.813,0.819,685.926068,1.767,0.503,0.21177,0.005493,0.3021,-70.163764,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.380211241711606,24000,0.028580252833333333,12072.0,38.54568620313069
27000,76.25,21.613,3.08,0.819,652.599376,1.936,0.454,0.220314,0.004896,0.297,-73.884819,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.431363764158987,27000,0.024170347259259258,12258.0,44.98958546048601
30000,76.87,21.707,1.719,0.819,614.762508,2.233,0.418,0.25635,0.004419,0.2903,-77.45061,Co,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.477121254719663,30000,0.020492083600000002,12540.0,57.997737556561084
100,69.62,21.523,2.028,0.52,5.092238,2.816,144.263,1.237617,2.246624,0.2528,-6.354842,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.0,100,0.05092238,14426.300000000001,0.5508783174762142
200,69.66,21.522,2.027,0.541,10.178637,2.84,67.163,1.136672,1.071136,0.2715,-10.013755,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.3010299956639813,200,0.050893185,13432.599999999999,1.0611826498384427
300,69.71,21.521,2.024,0.546,15.256654,2.813,42.804,1.044792,0.705399,0.284,-13.684241,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.4771212547196626,300,0.05085551333333333,12841.2,1.4811341083073433
400,69.77,21.52,2.023,0.549,20.325505,2.818,30.864,0.989755,0.526473,0.2954,-17.354381,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.6020599913279625,400,0.0508137625,12345.6,1.8799693812040101
500,69.83,21.519,2.021,0.549,25.384806,2.782,24.329,0.942894,0.420588,0.2998,-21.032664,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.6989700043360187,500,0.050769612000000006,12164.5,2.2418417980498777
600,69.88,21.518,2.02,0.549,30.434317,2.784,20.16,0.935715,0.350909,0.3015,-24.713369,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.7781512503836434,600,0.05072386166666667,12096.0,2.6665384286569203
700,69.94,21.518,2.019,0.548,35.473912,2.754,17.2,0.908965,0.301809,0.3029,-28.393956,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.845098040014257,700,0.05067701714285714,12040.0,3.0117126669096455
800,70.0,21.518,2.019,0.545,40.50365,2.744,14.98,0.895192,0.265562,0.3043,-32.074798,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.9030899869919438,800,0.0506295625,11984.0,3.3709214009481743
900,70.05,21.517,2.018,0.542,45.523801,2.773,13.255,0.907498,0.237841,0.3057,-35.756443,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,2.9542425094393248,900,0.05058200111111111,11929.5,3.8155498187872623
1000,70.11,21.517,2.018,0.539,50.534832,2.774,11.871,0.900649,0.215983,0.3072,-39.439069,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,3.0,1000,0.050534832,11871.0,4.169980183717312
3000,71.17,21.505,1.996,0.539,149.123376,1.578,3.655,0.254777,0.072358,0.3326,-43.088278,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,3.4771212547196626,3000,0.049707792,10965.0,3.5210132810016717
6000,72.78,21.482,1.955,0.539,293.850446,1.729,1.779,0.289372,0.036449,0.3416,-46.879501,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,3.7781512503836434,6000,0.04897507433333333,10674.0,7.938875171467764
9000,74.38,21.483,1.956,0.539,437.177649,1.801,1.203,0.318454,0.024476,0.3366,-50.706602,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,3.9542425094393248,9000,0.04857529433333333,10827.0,13.010336234015606
12000,75.98,21.506,1.997,0.539,579.240475,1.885,0.92,0.356866,0.018488,0.3301,-54.553063,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,4.079181246047625,12000,0.04827003958333333,11040.0,19.301530639839903
15000,77.58,21.548,2.077,0.539,716.038585,1.992,0.745,0.401339,0.014894,0.3261,-58.415328,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,4.176091259055681,15000,0.04773590566666667,11175.0,26.94454514937899
18000,79.19,21.605,2.199,0.539,838.718818,2.106,0.628,0.445462,0.012496,0.3223,-62.295478,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,4.2552725051033065,18000,0.04659548988888889,11304.0,35.645514923581665
21000,80.79,21.672,2.423,0.539,937.56519,2.207,0.547,0.479339,0.010783,0.3174,-66.205083,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,4.3222192947339195,21000,0.04464596142857143,11487.0,44.449091246290806
24000,82.39,21.748,2.832,0.539,1006.489913,2.223,0.488,0.470079,0.009497,0.3114,-70.152431,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,4.380211241711606,24000,0.04193707970833333,11712.0,49.49241945672774
27000,83.99,21.831,3.236,0.539,1044.452244,1.608,0.444,0.234736,0.008496,0.3043,-74.103279,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,4.431363764158987,27000,0.038683416444444445,11988.0,27.625750264799343
30000,85.6,21.917,3.212,0.539,1054.399591,1.468,0.41,0.184656,0.007695,0.2965,-78.005996,Cr-0.05_Xx3-0.95,0.3166666666666666,0.05,0.3166666666666666,0.3166666666666666,0.0,0.0,0.0,4.477121254719663,30000,0.035146653033333336,12300.0,23.993762993762992
100,69.92,21.335,2.295,0.529,5.019091,1.64,82.306,0.177876,2.142706,0.4431,-6.059949,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,100,0.050190910000000005,8230.6,0.0830146165574668
200,69.96,21.335,2.295,0.551,10.031609,1.631,42.191,0.183062,1.01787,0.4322,-9.770461,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.3010299956639813,200,0.050158045,8438.2,0.1798479375087806
300,70.02,21.336,2.297,0.556,15.034196,1.608,29.621,0.193063,0.66974,0.4104,-13.485444,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.4771212547196626,300,0.050113986666666666,8886.3,0.288265165190723
400,70.08,21.337,2.3,0.558,20.026051,1.59,24.114,0.214151,0.49982,0.3781,-17.209748,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.6020599913279625,400,0.0500651275,9645.6,0.4284553870285563
500,70.14,21.338,2.303,0.559,25.007111,1.565,20.668,0.230601,0.399548,0.3529,-20.927055,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.6989700043360187,500,0.050014222,10334.0,0.577153240278414
600,70.19,21.339,2.305,0.558,29.977598,1.537,18.09,0.239165,0.333821,0.336,-24.635714,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.7781512503836434,600,0.04996266333333333,10854.0,0.7164446920814087
700,70.25,21.339,2.306,0.556,34.937846,1.535,16.011,0.250207,0.287715,0.3254,-28.337599,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.845098040014257,700,0.04991120857142857,11207.699999999999,0.8696318591944836
800,70.31,21.339,2.306,0.552,39.888317,1.521,14.299,0.252965,0.253828,0.3188,-32.035403,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.9030899869919438,800,0.04986039625,11439.199999999999,0.9965961336175142
900,70.37,21.339,2.305,0.548,44.829607,1.51,12.88,0.253801,0.22809,0.3146,-35.731254,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.9542425094393248,900,0.049810674444444446,11592.0,1.1127181695025232
1000,70.42,21.338,2.305,0.543,49.762435,1.504,11.689,0.254623,0.207869,0.312,-39.426296,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,1000,0.049762435,11689.0,1.2249146100928465
3000,71.5,21.321,2.256,0.543,146.952087,1.476,4.044,0.254985,0.069641,0.3006,-43.170675,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.4771212547196626,3000,0.048984029000000005,12131.999999999998,3.661368139915569
6000,73.11,21.299,2.202,0.543,290.122537,1.606,2.095,0.31374,0.03508,0.2901,-47.008431,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.7781512503836434,6000,0.04835375616666667,12570.000000000002,8.94330264245603
9000,74.72,21.308,2.224,0.543,432.324023,1.664,1.433,0.347347,0.023558,0.2827,-50.853144,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3.9542425094393248,9000,0.048036002555555554,12897.0,14.743707288085233
12000,76.34,21.341,2.312,0.543,574.033477,1.757,1.096,0.39693,0.017794,0.2771,-54.71373,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.079181246047625,12000,0.04783612308333333,13152.000000000002,22.305703849395897
15000,77.95,21.392,2.504,0.543,713.391553,1.858,0.884,0.446684,0.014335,0.2748,-58.597453,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.176091259055681,15000,0.04755943686666667,13260.0,31.158203125000004
18000,79.57,21.458,2.862,0.543,844.739654,1.959,0.741,0.494083,0.012028,0.2732,-62.51375,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.2552725051033065,18000,0.046929980777777776,13338.0,41.07432039238507
21000,81.18,21.534,3.274,0.543,959.727153,2.044,0.641,0.530923,0.010379,0.2706,-66.44192,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.3222192947339195,21000,0.045701293000000004,13461.0,51.14865125240849
24000,82.79,21.618,3.338,0.543,1050.780191,1.431,0.569,0.254198,0.009141,0.2669,-70.332436,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.380211241711606,24000,0.043782507958333335,13655.999999999998,27.805513016845328
27000,84.41,21.707,2.734,0.543,1113.690091,1.417,0.515,0.240727,0.008178,0.2621,-74.140554,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.431363764158987,27000,0.041247781148148144,13905.0,29.432326690304443
30000,86.02,21.801,1.685,0.543,1148.103783,1.389,0.473,0.221124,0.007407,0.2564,-77.838627,Cr-0.0_Xx3-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.477121254719663,30000,0.0382701261,14190.0,29.84935205183585
100,69.3,21.779,1.717,0.531,5.194161,2.374,31.136,0.06442,2.456735,1.1713,-5.763903,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.0,100,0.05194161,3113.6,0.026221783699998696
200,69.34,21.78,1.717,0.551,10.382111,2.35,27.135,0.185437,1.172566,0.672,-9.708693,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.3010299956639813,200,0.051910555,5427.0,0.15814618695562813
300,69.39,21.78,1.717,0.558,15.561657,2.342,22.083,0.261392,0.76983,0.5505,-13.488011,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.4771212547196626,300,0.05187219,6624.9,0.33954465330702455
400,69.45,21.779,1.717,0.562,20.73262,2.303,18.411,0.301822,0.572138,0.4952,-17.218634,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.6020599913279625,400,0.051831550000000004,7364.400000000001,0.5275326450390551
500,69.5,21.779,1.717,0.564,25.894835,2.299,15.757,0.335991,0.454943,0.4629,-20.92932,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.6989700043360187,500,0.05178967,7878.5,0.7385326545684744
600,69.56,21.778,1.717,0.566,31.048167,2.271,13.711,0.351226,0.377739,0.4433,-24.628503,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.7781512503836434,600,0.051746944999999996,8226.6,0.9298088632392651
700,69.62,21.778,1.717,0.567,36.19255,2.303,12.079,0.377151,0.323345,0.4313,-28.320422,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.845098040014257,700,0.05170364285714285,8455.300000000001,1.1664006977046262
800,69.68,21.777,1.717,0.567,41.328026,2.275,10.754,0.378076,0.283175,0.4239,-32.007743,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.9030899869919438,800,0.0516600325,8603.199999999999,1.335127270672656
900,69.73,21.777,1.717,0.565,46.45474,2.267,9.664,0.381898,0.252549,0.4193,-35.692279,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,2.9542425094393248,900,0.05161637777777778,8697.6,1.5121678875470204
1000,69.79,21.777,1.717,0.563,51.572931,2.27,8.76,0.386809,0.228467,0.4163,-39.375397,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,3.0,1000,0.051572930999999995,8760.0,1.6930554826058792
3000,70.9,21.773,1.716,0.563,152.099477,1.676,2.886,0.20345,0.076557,0.4212,-42.986045,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,3.4771212547196626,3000,0.05069982566666667,8658.0,2.6574623161524595
6000,72.56,21.758,1.717,0.563,298.419498,1.746,1.335,0.19112,0.038575,0.4553,-46.717086,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,3.7781512503836434,6000,0.049736582999999994,8010.0,4.954375777685608
9000,74.22,21.749,1.718,0.563,442.272367,1.784,0.895,0.198889,0.025912,0.4527,-50.52341,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,3.9542425094393248,9000,0.04914137411111111,8055.0,7.67525952224752
12000,75.88,21.758,1.717,0.563,584.179068,1.872,0.687,0.225292,0.019578,0.4422,-54.354364,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,4.079181246047625,12000,0.048681589000000004,8244.0,11.506818530057712
15000,77.54,21.784,1.717,0.563,720.937119,1.983,0.562,0.258513,0.015776,0.4326,-58.198872,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,4.176091259055681,15000,0.0480624746,8430.0,16.38543449324967
18000,79.21,21.825,1.728,0.563,844.904225,2.092,0.479,0.291797,0.01324,0.4226,-62.058898,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,4.2552725051033065,18000,0.04693912361111111,8622.0,22.037383883392494
21000,80.87,21.878,1.763,0.563,947.179799,2.191,0.422,0.320687,0.011427,0.4115,-65.937907,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,4.3222192947339195,21000,0.04510379995238095,8862.0,28.06151557577879
24000,82.53,21.939,1.837,0.563,1021.657165,1.838,0.38,0.223079,0.010067,0.3996,-69.839688,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,4.380211241711606,24000,0.04256904854166667,9120.0,22.157230830353598
27000,84.19,22.007,1.946,0.563,1066.621286,1.808,0.348,0.210297,0.009008,0.3872,-73.762105,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,4.431363764158987,27000,0.039504492074074075,9396.0,23.342990342990344
30000,85.85,22.08,2.074,0.563,1084.093266,1.769,0.324,0.194159,0.00816,0.3744,-77.700895,Cr-0.15_Xx3-0.85,0.2833333333333333,0.15,0.2833333333333333,0.2833333333333333,0.0,0.0,0.0,4.477121254719663,30000,0.0361364422,9720.0,23.79107952456807
100,69.41,21.653,1.803,0.509,5.156985,3.005,94.506,0.76386,2.39074,0.3859,-6.18823,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.0,100,0.05156985,9450.6,0.3195076338256632
200,69.45,21.654,1.803,0.527,10.307827,2.808,49.071,0.706516,1.148094,0.3716,-9.911687,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.3010299956639813,200,0.051539135,9814.199999999999,0.6153811313523707
300,69.5,21.655,1.804,0.531,15.449947,2.797,33.609,0.730497,0.758073,0.3617,-13.615461,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.4771212547196626,300,0.05149982333333333,10082.7,0.9636222848956697
400,69.55,21.655,1.804,0.533,20.583052,2.79,25.524,0.739854,0.566703,0.3572,-17.308988,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.6020599913279625,400,0.05145763,10209.6,1.3055386939213418
500,69.6,21.655,1.804,0.533,25.707111,2.731,20.563,0.716025,0.453197,0.3547,-20.996291,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.6989700043360187,500,0.051414222,10281.5,1.5799385698966015
600,69.66,21.656,1.805,0.532,30.822088,2.72,17.253,0.717362,0.378312,0.3523,-24.681371,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.7781512503836434,600,0.051370146666666665,10351.8,1.896212924218835
700,69.71,21.656,1.805,0.531,35.928023,2.719,14.898,0.723814,0.325414,0.3497,-28.3658,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.845098040014257,700,0.05132574714285715,10428.6,2.224279765837469
800,69.76,21.656,1.805,0.529,41.025059,2.715,13.126,0.729119,0.286198,0.3473,-32.049685,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.9030899869919438,800,0.051281323749999996,10500.8,2.5475945059207055
900,69.81,21.656,1.805,0.526,46.113432,2.702,11.731,0.727335,0.256114,0.3454,-35.732987,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,2.9542425094393248,900,0.05123714666666667,10557.9,2.8398766179255412
1000,69.87,21.656,1.805,0.523,51.193438,2.674,10.601,0.716049,0.232307,0.344,-39.415967,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,3.0,1000,0.051193438,10601.0,3.0823260498992715
3000,70.88,21.649,1.799,0.523,151.135057,1.606,3.261,0.224756,0.07781,0.3727,-43.024366,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,3.4771212547196626,3000,0.05037835233333333,9783.0,2.8884862037501122
6000,72.41,21.629,1.786,0.523,297.553619,1.73,1.516,0.22955,0.039183,0.4007,-46.776821,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,3.7781512503836434,6000,0.049592269833333334,9096.0,5.858258472846059
9000,73.94,21.624,1.783,0.523,442.404807,1.79,1.018,0.246305,0.026304,0.3978,-50.588419,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,3.9542425094393248,9000,0.049156089666666666,9162.0,9.363429005892415
12000,75.47,21.639,1.792,0.523,585.99197,1.878,0.78,0.278125,0.019863,0.3896,-54.420252,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,4.079181246047625,12000,0.04883266416666667,9360.0,14.00145992750705
15000,77.0,21.672,1.82,0.523,724.687146,1.988,0.634,0.316874,0.015997,0.3829,-58.266257,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,4.176091259055681,15000,0.0483124764,9510.0,19.80710088761095
18000,78.52,21.721,1.882,0.523,850.159673,2.098,0.538,0.354417,0.013418,0.3761,-62.130502,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,4.2552725051033065,18000,0.04723109294444444,9684.0,26.411580594679187
21000,80.05,21.781,1.983,0.523,952.943023,2.201,0.471,0.387222,0.011576,0.3682,-66.014309,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,4.3222192947339195,21000,0.04537823919047619,9891.0,33.44752526561286
24000,81.58,21.849,2.11,0.523,1026.751282,2.058,0.423,0.331578,0.010193,0.3592,-69.914412,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,4.380211241711606,24000,0.042781303416666666,10152.0,32.52678045909358
27000,83.11,21.924,2.33,0.523,1070.045902,1.723,0.386,0.224542,0.009116,0.3494,-73.842942,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,4.431363764158987,27000,0.039631329703703706,10422.0,24.628934956674343
30000,84.63,22.004,2.741,0.523,1085.211663,1.588,0.358,0.182214,0.008255,0.339,-77.811712,Cr-0.1_Xx3-0.9,0.3,0.1,0.3,0.3,0.0,0.0,0.0,4.477121254719663,30000,0.0361737221,10740.0,22.07049418604651
100,78.4,20.324,0.967,0.427,4.245292,4.556,53.838,0.562,2.288462,0.6774,-6.269958,Cr,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100,0.04245292,5383.8,0.24557967509197223
200,78.43,20.323,0.966,0.421,8.487347,4.54,34.561,0.863643,1.157222,0.5276,-10.199366,Cr,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3010299956639813,200,0.042436734999999996,6912.2,0.7463064595155818
